,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum
1719,2018,3,8,13,1,2018-08-13,DL,19790,DL,N904DE,883,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13342,1334207,33342,MKE,"Milwaukee, WI",WI,55.0,Wisconsin,45,928,926.0,-2.0,0.0,0.0,-1.0,0900-0959,13.0,939.0,1015.0,6.0,1029,1021.0,-8.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,121.0,115.0,96.0,1.0,669.0,3,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,2014,3,8,14,4,2014-08-14,WN,19393,WN,N464WN,352,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,10279,1027903,30279,AMA,"Amarillo, TX",TX,48.0,Texas,74,815,811.0,-4.0,0.0,0.0,-1.0,0800-0859,16.0,827.0,1021.0,3.0,1025,1024.0,-1.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,70.0,73.0,54.0,1.0,359.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,1996,2,5,14,2,1996-05-14,AS,19930,AS,N966AS,572,14057,1405701,34057,PDX,"Portland, OR",OR,41,Oregon,92,14679,1467902,33570,SAN,"San Diego, CA",CA,6.0,California,91,1952,1952.0,0.0,0.0,0.0,0.0,1900-1959,11.0,2003.0,2206.0,2.0,2208,2208.0,0.0,0.0,0.0,0.0,2200-2259,0.0,,0.0,136.0,136.0,123.0,1.0,933.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,1995,3,7,30,7,1995-07-30,US,20355,US,N281AU,2288,11278,1127801,30852,DCA,"Washington, DC",VA,51,Virginia,38,10792,1079202,30792,BUF,"Buffalo, NY",NY,36.0,New York,22,1005,1034.0,29.0,29.0,1.0,1.0,1000-1059,10.0,1044.0,1127.0,4.0,1112,1131.0,19.0,19.0,1.0,1.0,1100-1159,0.0,,0.0,67.0,57.0,43.0,1.0,296.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,2009,4,11,4,3,2009-11-04,9E,20363,9E,88289E,3918,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,10581,1058101,30581,BGR,"Bangor, ME",ME,23.0,Maine,12,1330,1328.0,-2.0,0.0,0.0,-1.0,1300-1359,19.0,1347.0,1520.0,4.0,1534,1524.0,-10.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,124.0,116.0,93.0,1.0,750.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,1994,3,7,28,4,1994-07-28,AA,19805,AA,,1734,14747,1474702,30559,SEA,"Seattle, WA",WA,53,Washington,93,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,1532,1529.0,-3.0,0.0,0.0,-1.0,1500-1559,,,,,2115,2112.0,-3.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,223.0,223.0,,1.0,1721.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,2011,4,10,17,1,2011-10-17,AA,19805,AA,N627AA,272,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,13303,1330303,32467,MIA,"Miami, FL",FL,12.0,Florida,33,2050,2124.0,34.0,34.0,1.0,2.0,2000-2059,26.0,2150.0,524.0,4.0,510,528.0,18.0,18.0,1.0,1.0,0001-0559,0.0,,0.0,320.0,304.0,274.0,1.0,2585.0,11,18.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,2018,1,1,4,4,2018-01-04,DL,19790,DL,N905DA,1891,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,10397,1039707,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1145,1143.0,-2.0,0.0,0.0,-1.0,1100-1159,11.0,1154.0,1305.0,6.0,1325,1311.0,-14.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,100.0,88.0,71.0,1.0,406.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,2003,2,5,28,3,2003-05-28,WN,19393,WN,N602,902,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,11540,1154001,30615,ELP,"El Paso, TX",TX,48.0,Texas,74,1710,1710.0,0.0,0.0,0.0,0.0,1700-1759,14.0,1724.0,1733.0,3.0,1745,1736.0,-9.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,95.0,86.0,69.0,1.0,528.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,1997,1,3,24,1,1997-03-24,CO,19704,CO,N16339,237,12953,1295301,31703,LGA,"New York, NY",NY,36,New York,22,11042,1104201,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,1629,1625.0,-4.0,0.0,0.0,-1.0,1600-1659,13.0,1638.0,1749.0,4.0,1808,1753.0,-15.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,99.0,88.0,71.0,1.0,418.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,2008,2,6,13,5,2008-06-13,UA,19977,UA,N818UA,273,13204,1320401,31454,MCO,"Orlando, FL",FL,12,Florida,33,12892,1289201,32575,LAX,"Los Angeles, CA",CA,6.0,California,91,706,841.0,95.0,95.0,1.0,6.0,0700-0759,29.0,910.0,1053.0,10.0,908,1103.0,115.0,115.0,1.0,7.0,0900-0959,0.0,,0.0,302.0,322.0,283.0,1.0,2217.0,9,0.0,0.0,20.0,0.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,2017,1,3,13,1,2017-03-13,WN,19393,WN,N792SW,1701,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,11618,1161802,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1845,,,,,,1800-1859,,,,,20,,,,,,0001-0559,1.0,B,0.0,215.0,,,1.0,1605.0,7,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,1988,3,8,25,4,1988-08-25,NW,19386,NW,,1642,13487,1348701,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1750,1820.0,30.0,30.0,1.0,2.0,1700-1759,,,,,2135,2154.0,19.0,19.0,1.0,1.0,2100-2159,0.0,,0.0,165.0,154.0,,1.0,1124.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,2003,3,8,23,6,2003-08-23,XE,20374,RU,N12563,2953,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,11042,1104201,30647,CLE,"Cleveland, OH",OH,39.0,Ohio,44,840,840.0,0.0,0.0,0.0,0.0,0800-0859,11.0,851.0,1140.0,4.0,1134,1144.0,10.0,10.0,0.0,0.0,1100-1159,0.0,,0.0,114.0,124.0,109.0,1.0,694.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,1994,3,7,15,5,1994-07-15,WN,19393,WN,,1727,14570,1457001,34570,RNO,"Reno, NV",NV,32,Nevada,85,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1245,1247.0,2.0,2.0,0.0,0.0,1200-1259,,,,,1425,1430.0,5.0,5.0,0.0,0.0,1400-1459,0.0,,0.0,100.0,103.0,,1.0,564.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,2002,2,6,12,3,2002-06-12,DL,19790,DL,N292WA,1917,15370,1537001,34653,TUL,"Tulsa, OK",OK,40,Oklahoma,73,10397,1039702,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1315,1310.0,-5.0,0.0,0.0,-1.0,1300-1359,12.0,1322.0,1601.0,4.0,1617,1605.0,-12.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,122.0,115.0,99.0,1.0,674.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,2005,1,2,9,3,2005-02-09,XE,20374,RU,N13132,2780,12266,1226602,31453,IAH,"Houston, TX",TX,48,Texas,74,13931,1393101,33667,ORF,"Norfolk, VA",VA,51.0,Virginia,38,1305,1303.0,-2.0,0.0,0.0,-1.0,1300-1359,29.0,1332.0,1652.0,5.0,1659,1657.0,-2.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,174.0,174.0,140.0,1.0,1201.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,2008,1,3,7,5,2008-03-07,US,20355,US,N740UW,2035,10721,1072101,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11278,1127801,30852,DCA,"Washington, DC",VA,51.0,Virginia,38,1300,1256.0,-4.0,0.0,0.0,-1.0,1300-1359,7.0,1303.0,1420.0,2.0,1438,1422.0,-16.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,98.0,86.0,77.0,1.0,399.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,2001,1,2,23,5,2001-02-23,US,20355,US,N504Aä,935,11057,1105702,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,13198,1319801,33198,MCI,"Kansas City, MO",MO,29.0,Missouri,64,2010,2006.0,-4.0,0.0,0.0,-1.0,2000-2059,14.0,2020.0,2130.0,4.0,2143,2134.0,-9.0,0.0,0.0,-1.0,2100-2159,0.0,,0.0,153.0,148.0,130.0,1.0,809.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,1997,4,12,31,3,1997-12-31,AS,19930,AS,N950AS,472,11884,1188401,31884,GEG,"Spokane, WA",WA,53,Washington,93,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1800,1830.0,30.0,30.0,1.0,2.0,1800-1859,10.0,1840.0,1922.0,5.0,1859,1927.0,28.0,28.0,1.0,1.0,1800-1859,0.0,,0.0,59.0,57.0,42.0,1.0,224.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,2001,2,4,21,6,2001-04-21,US,20355,US,N749äæ,1053,11057,1105702,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,11298,1129802,30194,DFW,"Dallas/Fort Worth, TX",TX,48.0,Texas,74,1345,1345.0,0.0,0.0,0.0,0.0,1300-1359,18.0,1403.0,1521.0,6.0,1533,1527.0,-6.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,168.0,162.0,138.0,1.0,936.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,2003,2,4,2,3,2003-04-02,B6,20409,B6,N509JB,77,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,14027,1402701,34027,PBI,"West Palm Beach/Palm Beach, FL",FL,12.0,Florida,33,1625,1622.0,-3.0,0.0,0.0,-1.0,1600-1659,10.0,1632.0,1844.0,3.0,1915,1847.0,-28.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,170.0,145.0,132.0,1.0,1028.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,2013,3,7,21,7,2013-07-21,EV,20366,EV,N710EV,5067,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,10529,1052904,30529,BDL,"Hartford, CT",CT,9.0,Connecticut,11,1435,1524.0,49.0,49.0,1.0,3.0,1400-1459,24.0,1548.0,1659.0,5.0,1622,1704.0,42.0,42.0,1.0,2.0,1600-1659,0.0,,0.0,107.0,100.0,71.0,1.0,549.0,3,42.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,2018,2,5,14,1,2018-05-14,9E,20363,9E,N917XJ,3295,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,12953,1295304,31703,LGA,"New York, NY",NY,36.0,New York,22,1600,1554.0,-6.0,0.0,0.0,-1.0,1600-1659,21.0,1615.0,1912.0,8.0,1921,1920.0,-1.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,141.0,146.0,117.0,1.0,764.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,1991,1,3,15,5,1991-03-15,ML (1),20295,ML,,796,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,13232,1323201,30977,MDW,"Chicago, IL",IL,17.0,Illinois,41,55,55.0,0.0,0.0,0.0,0.0,0001-0559,,,,,605,616.0,11.0,11.0,0.0,0.0,0600-0659,0.0,,0.0,190.0,201.0,,1.0,1521.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,2008,3,7,4,5,2008-07-04,B6,20409,B6,N247JB,31,12478,1247801,31703,JFK,"New York, NY",NY,36,New York,22,13204,1320401,31454,MCO,"Orlando, FL",FL,12.0,Florida,33,1055,1045.0,-10.0,0.0,0.0,-1.0,1000-1059,20.0,1105.0,1311.0,8.0,1338,1319.0,-19.0,0.0,0.0,-2.0,1300-1359,0.0,,0.0,163.0,154.0,126.0,1.0,944.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,1998,3,9,16,3,1998-09-16,TW,20211,TW,N707TW,343,12953,1295301,31703,LGA,"New York, NY",NY,36,New York,22,15016,1501601,31123,STL,"St. Louis, MO",MO,29.0,Missouri,64,840,838.0,-2.0,0.0,0.0,-1.0,0800-0859,24.0,902.0,1009.0,4.0,1022,1013.0,-9.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,162.0,155.0,127.0,1.0,888.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,2014,3,7,10,4,2014-07-10,AA,19805,AA,N3LSAA,1439,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,2020,2031.0,11.0,11.0,0.0,0.0,2000-2059,9.0,2040.0,2150.0,6.0,2200,2156.0,-4.0,0.0,0.0,-1.0,2200-2259,0.0,,0.0,220.0,205.0,190.0,1.0,1464.0,6,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,1993,2,6,9,3,1993-06-09,UA,19977,UA,,1408,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1030,1052.0,22.0,22.0,1.0,1.0,1000-1059,,,,,1226,1259.0,33.0,33.0,1.0,2.0,1200-1259,0.0,,0.0,116.0,127.0,,1.0,679.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,2018,1,3,14,3,2018-03-14,WN,19393,WN,N455WN,6060,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,10140,1014005,30140,ABQ,"Albuquerque, NM",NM,35.0,New Mexico,86,2150,2144.0,-6.0,0.0,0.0,-1.0,2100-2159,12.0,2156.0,2343.0,4.0,2355,2347.0,-8.0,0.0,0.0,-1.0,2300-2359,0.0,,0.0,65.0,63.0,47.0,1.0,328.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,2001,3,8,30,4,2001-08-30,WN,19393,WN,N406@@,524,11042,1104201,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,10821,1082102,30852,BWI,"Baltimore, MD",MD,24.0,Maryland,35,2135,2353.0,138.0,138.0,1.0,9.0,2100-2159,8.0,1.0,100.0,3.0,2245,103.0,138.0,138.0,1.0,9.0,2200-2259,0.0,,0.0,70.0,70.0,59.0,1.0,314.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,1998,2,6,15,1,1998-06-15,DL,19790,DL,N308WA,2166,14869,1486902,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,11618,1161801,31703,EWR,"Newark, NJ",NJ,34.0,New Jersey,21,1630,,,,,,1600-1659,,,,,2301,,,,,,2300-2359,1.0,,0.0,271.0,,,1.0,1968.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,2001,2,5,27,7,2001-05-27,CO,19704,CO,N57837,1667,12266,1226602,31453,IAH,"Houston, TX",TX,48,Texas,74,11292,1129202,30325,DEN,"Denver, CO",CO,8.0,Colorado,82,1420,1420.0,0.0,0.0,0.0,0.0,1400-1459,27.0,1447.0,1605.0,8.0,1546,1613.0,27.0,27.0,1.0,1.0,1500-1559,0.0,,0.0,146.0,173.0,138.0,1.0,862.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,2017,2,5,8,1,2017-05-08,DL,19790,DL,N858DZ,14,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74,10397,1039705,30397,ATL,"Atlanta, GA",GA,13.0,Georgia,34,1214,1212.0,-2.0,0.0,0.0,-1.0,1200-1259,12.0,1224.0,1512.0,9.0,1534,1521.0,-13.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,140.0,129.0,108.0,1.0,874.0,4,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,2010,4,11,4,4,2010-11-04,XE,20374,XE,N14939,2070,13061,1306102,33038,LRD,"Laredo, TX",TX,48,Texas,74,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1711,1706.0,-5.0,0.0,0.0,-1.0,1700-1759,13.0,1719.0,1817.0,4.0,1823,1821.0,-2.0,0.0,0.0,-1.0,1800-1859,0.0,,0.0,72.0,75.0,58.0,1.0,301.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,1989,2,6,18,7,1989-06-18,AA,19805,AA,,489,14122,1412201,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,13930,1393001,30977,ORD,"Chicago, IL",IL,17.0,Illinois,41,744,742.0,-2.0,0.0,0.0,-1.0,0700-0759,,,,,810,805.0,-5.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,86.0,83.0,,1.0,412.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,1995,1,2,20,1,1995-02-20,DL,19790,DL,N615DL,598,12448,1244801,32448,JAN,"Jackson/Vicksburg, MS",MS,28,Mississippi,53,10599,1059902,30599,BHM,"Birmingham, AL",AL,1.0,Alabama,51,800,805.0,5.0,5.0,0.0,0.0,0800-0859,8.0,813.0,847.0,2.0,843,849.0,6.0,6.0,0.0,0.0,0800-0859,0.0,,0.0,43.0,44.0,34.0,1.0,211.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,2010,3,8,7,6,2010-08-07,9E,20363,9E,80309E,4077,11433,1143301,31295,DTW,"Detroit, MI",MI,26,Michigan,43,10408,1040801,30408,ATW,"Appleton, WI",WI,55.0,Wisconsin,45,1535,1539.0,4.0,4.0,0.0,0.0,1500-1559,15.0,1554.0,1549.0,5.0,1555,1554.0,-1.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,80.0,75.0,55.0,1.0,297.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,1993,1,2,12,5,1993-02-12,WN,19393,WN,,544,13232,1323201,30977,MDW,"Chicago, IL",IL,17,Illinois,41,11433,1143301,31295,DTW,"Detroit, MI",MI,26.0,Michigan,43,705,807.0,62.0,62.0,1.0,4.0,0700-0759,,,,,900,957.0,57.0,57.0,1.0,3.0,0900-0959,0.0,,0.0,55.0,50.0,,1.0,229.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,1999,2,6,7,1,1999-06-07,AS,19930,AS,N763AS,429,14908,1490802,32575,SNA,"Santa Ana, CA",CA,6,California,91,14747,1474702,30559,SEA,"Seattle, WA",WA,53.0,Washington,93,1003,1002.0,-1.0,0.0,0.0,-1.0,1000-1059,12.0,1014.0,1238.0,5.0,1242,1243.0,1.0,1.0,0.0,0.0,1200-1259,0.0,,0.0,159.0,161.0,144.0,1.0,978.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,2015,3,9,8,2,2015-09-08,OO,20304,OO,N426SW,4654,12156,1215603,32156,HLN,"Helena, MT",MT,30,Montana,84,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49.0,Utah,87,635,625.0,-10.0,0.0,0.0,-1.0,0600-0659,17.0,642.0,738.0,6.0,753,744.0,-9.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,78.0,79.0,56.0,1.0,402.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,2016,1,3,30,3,2016-03-30,AA,19805,AA,N799AA,1105,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12478,1247803,31703,JFK,"New York, NY",NY,36.0,New York,22,1800,1753.0,-7.0,0.0,0.0,-1.0,1800-1859,25.0,1818.0,1907.0,6.0,1932,1913.0,-19.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,92.0,80.0,49.0,1.0,187.0,1,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,1989,2,4,27,4,1989-04-27,CO,19704,CO,,250,11042,1104201,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,10721,1072101,30721,BOS,"Boston, MA",MA,25.0,Massachusetts,13,1005,1005.0,0.0,0.0,0.0,0.0,1000-1059,,,,,1143,1140.0,-3.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,98.0,95.0,,1.0,563.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,2005,2,6,9,4,2005-06-09,OO,20304,OO,N586SW,9538,14842,1484201,34842,SJT,"San Angelo, TX",TX,48,Texas,74,12266,1226602,31453,IAH,"Houston, TX",TX,48.0,Texas,74,1625,1624.0,-1.0,0.0,0.0,-1.0,1600-1659,9.0,1633.0,1740.0,8.0,1755,1748.0,-7.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,90.0,84.0,67.0,1.0,321.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,2012,4,10,10,3,2012-10-10,OO,20304,OO,N284YV,5636,13264,1326403,33264,MFR,"Medford, OR",OR,41,Oregon,92,14771,1477101,32457,SFO,"San Francisco, CA",CA,6.0,California,91,1618,1655.0,37.0,37.0,1.0,2.0,1600-1659,9.0,1704.0,1822.0,7.0,1755,1829.0,34.0,34.0,1.0,2.0,1700-1759,0.0,,0.0,97.0,94.0,78.0,1.0,329.0,2,0.0,0.0,0.0,0.0,34.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,2013,3,7,31,3,2013-07-31,WN,19393,WN,N525SW,46,11259,1125903,30194,DAL,"Dallas, TX",TX,48,Texas,74,10279,1027903,30279,AMA,"Amarillo, TX",TX,48.0,Texas,74,1910,1905.0,-5.0,0.0,0.0,-1.0,1900-1959,7.0,1912.0,2006.0,3.0,2015,2009.0,-6.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,65.0,64.0,54.0,1.0,323.0,2,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,2003,2,4,29,2,2003-04-29,OO,20304,OO,N941SW,6745,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,13264,1326402,33264,MFR,"Medford, OR",OR,41.0,Oregon,92,1616,1612.0,0.0,0.0,0.0,0.0,1600-1659,18.0,1630.0,1715.0,4.0,1726,1719.0,-7.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,70.0,63.0,41.0,1.0,329.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,1991,3,8,12,1,1991-08-12,HP,19991,HP,,975,15016,1501601,31123,STL,"St. Louis, MO",MO,29,Missouri,64,12889,1288902,32211,LAS,"Las Vegas, NV",NV,32.0,Nevada,85,2250,2250.0,0.0,0.0,0.0,0.0,2200-2259,,,,,6,12.0,6.0,6.0,0.0,0.0,0001-0559,0.0,,0.0,196.0,202.0,,1.0,1372.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
